id,settore,fornitore,codice,descrizione,collocazione,cespite,quantita,in_uso,unita,prezzo,note
20974,Elettrico-Elettronico,,,"MORSETTO A CAPPUCCIO VOLANTE 4 MM IN PLASTICA TRASPARENTE (CONF 10 PZ)",D3,,22,0,,0.77220,
20973,Elettrico-Elettronico,,,"MORSETTO A CAPPUCCIO VOLANTE 2,5 MM IN PLASTICA TRASPARENTE (CONF 10 PZ)",D3,,45,0,,0.92000,
20972,Elettrico-Elettronico,,,"MORSETTO A CAPPUCCIO VOLANTE 16 MM IN PLASTICA TRASPARENTE (CONF 10 PZ)",D3,,11,0,,2.12000,
20971,Elettrico-Elettronico,,,"MORSETTO A CAPPUCCIO VOLANTE 10 MM IN PLASTICA TRASPARENTE (CONF 10 PZ) ",D3,,24,0,,1.74180,
20970,Elettrico-Elettronico,,,"MORSETTO A CAPPUCCIO VOLANTE 1,5 MM IN PLASTICA TRASPARENTE (CONF 10 PZ)",D3,,44,0,,0.88000,
20969,Elettrico-Elettronico,,,"MORSETTO A CAPPUCCIO VOLANTE 1 MM IN PLASTICA TRASPARENTE (CONF 10 PZ)",D3,,0,0,,0.88000,
20968,Elettrico-Elettronico,,,"MORSA IN FERRO PORTA SCHEDE PER ESERCITAZIONI DI ELETTRONICA",U0,,16,0,,9.90000,
20967,Elettrico-Elettronico,,,"MORSA IN FERRO DA TRAPANO PER BLOCCAGGI VARI",C3,,1,0,,19.44000,
20966,Elettrico-Elettronico,,,"MONITOR PER VIDEOCITOFONIA SENTRY 4,5"" REFLEX BIANCO TIPO URMET 1704/10A",I2,,4,0,,134.90000,
20965,Elettrico-Elettronico,,,"MOLLA PIEGATUBO PER TUBO IN PLASTICA Ø 20 MM",B2,,2,0,,11.04000,
20964,Elettrico-Elettronico,,,"MOLLA PIEGATUBO PER TUBO IN PLASTICA Ø 16 MM",B2,,3,0,,11.04000,
20963,Elettrico-Elettronico,,,"MODULO RADIO RICEVENTE AD INNESTO 433,92MHZ TIPO CSI018002",F5,,0,0,,40.00000,
20962,Elettrico-Elettronico,,,"MODULO LED+DIODO PER BOBINA RELE TIPO FINDER 9901 60 VCC",P1,,20,0,,2.44000,
20961,Elettrico-Elettronico,,,"MODULO LED+DIODO PER BOBINA RELE TIPO FINDER 9901 24 VCC",P1,,34,0,,2.44000,
20960,Elettrico-Elettronico,,,"MODULO LED+DIODO PER BOBINA RELE TIPO FINDER 9901 110 VCC",P1,,6,0,,2.44000,
20959,Elettrico-Elettronico,,,"MODULO ATTIVATORE ATEL TIPO CSI012004",F5,,21,0,,26.52000,
20958,Elettrico-Elettronico,,,"MISURATORE DI TERRA TIPO SAMAR IMU500",C5,,1,0,,306.26000,
20957,Elettrico-Elettronico,,,"MISURATORE D' ISOLAMENTO TIPO SIPIE 951",C5,,1,0,,366.74000,
20956,Elettrico-Elettronico,,,"MICROPULSANTE 2CONTATTI IN SCAMBIO",W1,,18,0,,2.64000,
20955,Elettrico-Elettronico,,,"MICROINTERUTTORE A LEVETTA 2CONTATTI IN SCAMBIO",W1,,18,0,,2.64000,
20954,Elettrico-Elettronico,,,"MICROINTERUTTORE A LEVETTA 1CONTATTO IN SCAMBIO",W1,,8,0,,2.64000,
20953,Elettrico-Elettronico,,,"MICRO FINECORSA 1CONTATTO IN SCAMBIO",W1,,8,0,,4.32000,
20952,Elettrico-Elettronico,,,"METRO RETRATTIBILE 2/3 MT",A1,,11,0,,5.52000,
20951,Elettrico-Elettronico,,,"METRO PIEGHEVOLE IN LEGNO 2 MT",A1,,3,0,,2.83000,
20950,Elettrico-Elettronico,,,"MASCHERA PROTETTIVA PER POLVERI/VERNICIATURA",C2,,1,0,,0.79000,
20949,Elettrico-Elettronico,,,"MARTELLO PICCOLO DIMENSIONI",A2,,21,0,,5.59000,
20948,Elettrico-Elettronico,,,"MARTELLO MEDIE DIMENSIONI",A2,,17,0,,7.85000,
20947,Elettrico-Elettronico,,,"MARTELLO CON TESTA IN PLASTICA ",A2,,15,0,,10.66000,
20946,Elettrico-Elettronico,,,"MANOPOLA PER POTENZIOMETRI Ø6 NERO",W1,,6,0,,0.12000,
20945,Elettrico-Elettronico,,,"MANOPOLA PER POTENZIOMETRI Ø6 LUCIDO",W1,,6,0,,0.12000,
20943,Elettrico-Elettronico,,,"MANOMETRO 12 BAR 1/8""M VERTICALE",R3,,5,0,,7.44000,
20942,Elettrico-Elettronico,,,"MANOMETRO 12 BAR 1/8""M ORIZZONTALE",R3,,6,0,,7.44000,
20941,Elettrico-Elettronico,,,"MANIGLIA PER CALOTTA 48 POLI (24X2) PER CONNETTORI FISSA ESTERNO TIPO ILME",M5,,0,0,Scatola,2.76000,
20940,Elettrico-Elettronico,,,"LUCCHETTO A GANCIO 25 MM TIPO VIRO/FAI",A3,,6,0,,6.72000,
20939,Elettrico-Elettronico,,,"LUCCHETTO A GANCIO 20 MM TIPO CORBIN",A3,,3,0,,6.72000,
20938,Elettrico-Elettronico,,,"LUCCHETTO A CILINDRO Ø 20 MM TIPO VIRO 1054",A3,,6,0,,8.16000,
20937,Elettrico-Elettronico,,,"LUCCHETTO A CILINDRO Ø 18 MM TIPO IBFM",A3,,9,0,,8.16000,
20936,Elettrico-Elettronico,,,"LNB UNIVERSALE SINGOLA UTENZA ANL/DIG TIPO HUMAX 110",E5,,3,0,,39.84000,
20935,Elettrico-Elettronico,,,"LNB UNIVERSALE DOPPIA UTENZA ANL/DIG TIPO HUMAX 120",E5,,1,0,,39.84000,
20934,Elettrico-Elettronico,,,"LNB UNIVERSALE 2LOW+2HIGHT BANDA PER IMPIANTI MULTIUTENZE TIPO HUMAX 104",E5,,4,0,,39.84000,
20933,Elettrico-Elettronico,,,"LIMITATORE DI TENSIONE SCUDO TIPO VIMAR 8376",D3,,50,0,,39.84000,
20932,Elettrico-Elettronico,,,"LIMA TRIANGOLARE 7 MM",A2,,2,0,,10.66000,
20931,Elettrico-Elettronico,,,"LIMA TRIANGOLARE 20 MM",A2,,1,0,,10.66000,
20930,Elettrico-Elettronico,,,"LIMA TRIANGOLARE 14 MM",A2,,4,0,,10.66000,
20929,Elettrico-Elettronico,,,"LIMA TONDA Ø 8 MM",A2,,2,0,,10.66000,
20928,Elettrico-Elettronico,,,"LIMA TONDA Ø 6 MM",A2,,30,0,,10.66000,
20927,Elettrico-Elettronico,,,"LIMA TONDA Ø 12 MM",A2,,1,0,,10.66000,
20926,Elettrico-Elettronico,,,"LIMA QUADRATA 6 MM",A2,,1,0,,9.86000,
20925,Elettrico-Elettronico,,,"LIMA QUADRATA 10 MM",A2,,1,0,,9.86000,
20924,Elettrico-Elettronico,,,"LIMA PIATTA 25 X 6 MM",A2,,5,0,,9.86000,
20923,Elettrico-Elettronico,,,"LIMA PIATTA 20 X 5 MM",A2,,27,0,,9.86000,
20922,Elettrico-Elettronico,,,"LIMA MEZZATONDA 24 MM",A2,,6,0,,9.88000,
20921,Elettrico-Elettronico,,,"LIMA MEZZATONDA 10 MM",A2,,2,0,,9.88000,
20920,Elettrico-Elettronico,,,"LAMPEGGIATORE PER LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,7,0,,15.12000,
20919,Elettrico-Elettronico,,,"LAMPEGGIATORE GIALLO 220 V PER CANCELLO AUTOMATICO TIPO NICE LUCY",D6,,4,0,,28.20000,
20916,Elettrico-Elettronico,,,"LAMPADA RETTANGOLARE PLAFONIERA PER ESTERNO TIPO GW1098",G1,,4,0,,11.11000,
20915,Elettrico-Elettronico,,,"LAMPADA PORTATILE PER MANUTENZIONE A TUBO FLUORESCENTE  ",A1,,1,0,,2.82000,
20914,Elettrico-Elettronico,,,"LAMPADA OVALE PLAFONIERA PER ESTERNO TIPO LEGRAND 60415",H1,,17,0,,4.96800,
20913,Elettrico-Elettronico,,,"LAMPADA Ø 22 MM TIPO TELEMECANIQUE ZB4BV6",M6,,11,0,,2.81000,
20912,Elettrico-Elettronico,,,"LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,148,0,,2.81000,
20911,Elettrico-Elettronico,,,"LAMPADA DI EMERGENZA NON PERMANENETE CON TUBO 6W TIPO BEGHELLI 856SE2P",G1,,3,0,,79.48000,
20910,Elettrico-Elettronico,,,"KIT DIDATTICO S7",P6,,1,0,,66.12000,
20909,Elettrico-Elettronico,,,"INVERTITORE TIPO VIMAR 8013",E2,,101,0,,8.93000,
20908,Elettrico-Elettronico,,,"INTERRUTTORE UNIPOLARE TIPO VIMAR 8000",E2,,53,0,,1.51560,
20907,Elettrico-Elettronico,,,"INTERRUTTORE UNIPOLARE LUMINOSO TIPO VIMAR 8037",F2,,81,0,,4.38000,
20906,Elettrico-Elettronico,,,"INTERRUTTORE UNIPOLARE A CHIAVE TIPO VIMAR 8380.S",E2,,45,0,,10.14000,
20905,Elettrico-Elettronico,,,"INTERRUTTORE CREPUSCOLARE 220VAC TIPO MOLVENO COMETTI 5145.2",F4,,17,0,,17.69000,
20904,Elettrico-Elettronico,,,"INTERRUTTORE CREPUSCOLARE 220VAC TIPO FINDER 14418230",F4,,25,0,,17.69000,
20903,Elettrico-Elettronico,,,"INTERRUTTORE CREPUSCOLARE 220VAC TIPO FINDER 10328230",F4,,7,0,,17.69000,
20902,Elettrico-Elettronico,,,"INTERRUTTORE CREPUSCOLARE 220VAC SU SCATOLA TONDA Ø 70 MM TIPO ENGIM",F4,,28,0,,17.69000,
20901,Elettrico-Elettronico,,,"INTERRUTTORE BLOCCO PORTA TRIPOLARE TIPO VEBER VB500800",L6,,0,0,,43.45000,
20899,Elettrico-Elettronico,,,"INTERRUTTORE BIPOLARE TIPO VIMAR 8016",E2,,9,0,,5.49600,
20898,Elettrico-Elettronico,,,"INTERRUTTORE BIPOLARE LUMINOSO TIPO VIMAR 8039",F2,,75,0,,5.09000,
20897,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 6 A ",O5,,2,0,,17.59000,
20896,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 5 A ",O5,,3,0,,17.59000,
20895,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 40 A ",O5,,0,0,,22.26000,
20894,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 4 A ",O5,,0,0,,17.59000,
20893,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 32 A ",O5,,0,0,,19.86000,
20892,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 3 A ",O5,,4,0,,17.59000,
20891,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 25 A ",O5,,0,0,,17.59000,
20890,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 20 A ",O5,,2,0,,17.59000,
20889,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 2 A ",O5,,3,0,,15.11000,
20888,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 16 A ",O5,,2,0,,16.39000,
20887,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 15 A ",O5,,0,0,,15.11000,
20886,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 13 A ",O5,,2,0,,15.11000,
20885,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 10 A ",O5,,5,0,,15.11000,
20884,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 1 A ",O5,,2,0,,15.11000,
20883,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO UNIPOLARE 0,5 A ",O5,,2,0,,15.11000,
20882,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 50 A ",O5,,1,0,,53.59000,
20881,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 40 A ",O5,,0,0,,38.47000,
20880,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 32 A ",O5,,1,0,,34.15000,
20879,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 3 A ",O5,,1,0,,22.75000,
20878,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 25 A ",O5,,2,0,,22.39000,
20877,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 20 A ",O5,,0,0,,21.46000,
20876,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 16 A ",O5,,0,0,,21.46000,
20875,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 15 A ",O5,,1,0,,21.46000,
20874,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 13 A ",O5,,0,0,,19.46000,
20873,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO TRIPOLARE 10 A ",O5,,0,0,,19.46000,
20872,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 40 A ",O5,,1,0,,41.59000,
20871,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 32 A ",O5,,0,0,,35.20000,
20870,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 25 A ",O5,,0,0,,29.59000,
20869,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 20 A ",O5,,0,0,,29.59000,
20868,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 16 A ",O5,,1,0,,11.12400,
20867,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 15 A ",O5,,1,0,,22.39000,
20866,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 13 A ",O5,,0,0,,22.39000,
20865,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO QUADRIPOLARE 10 A ",O5,,1,0,,22.39000,
20864,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO DIFFERENZIALE VARI TIPI",O5,,11,0,,11.12400,
20863,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO  DIFFERENZIALE 220VAC TIPO MG23009",E4,,59,0,,26.88000,
20862,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 6 A ",O5,,72,0,,5.88000,
20861,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 5 A ",O5,,0,0,,15.11000,
20860,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 40 A ",O5,,0,0,,19.82000,
20859,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 4 A ",O5,,2,0,,15.11000,
20858,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 32 A ",O5,,2,0,,19.82000,
20857,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 3 A ",O5,,1,0,,15.11000,
20856,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 25 A ",O5,,0,0,,19.82000,
20855,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 20 A ",O5,,4,0,,19.82000,
20854,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 2 A ",O5,,7,0,,15.11000,
20853,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 16 A ",O5,,19,0,,5.88000,
20852,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 15 A ",O5,,0,0,,15.11000,
20851,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 13 A ",O5,,0,0,,15.11000,
20850,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 10 A ",O5,,35,0,,5.88000,
20849,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 1 A ",O5,,11,0,,15.11000,
20848,Elettrico-Elettronico,,,"INTERRUTTORE AUTOMATICO MAGNETOTERMICO BIPOLARE 0,5 A ",O5,,0,0,,15.11000,
20847,Elettrico-Elettronico,,,"INTERRUTTORE A PERELLA TIPO VIMAR PASSANTE PLASTICA NERO",E2,,9,0,,4.38000,
20846,Elettrico-Elettronico,,,"INTERRUTTORE A PERELLA TIPO UR PASSANTE PLASTICA NERO",E2,,5,0,,4.38000,
20845,Elettrico-Elettronico,,,"INTEGRATO TL061",W2,,8,0,,2.76000,
20844,Elettrico-Elettronico,,,"INTEGRATO TIP32C",W2,,5,0,,2.76000,
20843,Elettrico-Elettronico,,,"INTEGRATO TIL113",W2,,12,0,,2.76000,
20842,Elettrico-Elettronico,,,"INTEGRATO TIL111",W2,,20,0,,2.76000,
20841,Elettrico-Elettronico,,,"INTEGRATO TDA2030",W2,,4,0,,2.76000,
20840,Elettrico-Elettronico,,,"INTEGRATO NE556",W2,,8,0,,2.76000,
20839,Elettrico-Elettronico,,,"INTEGRATO NE555",W2,,18,0,,2.76000,
20838,Elettrico-Elettronico,,,"INTEGRATO NE5532",W2,,4,0,,2.76000,
20837,Elettrico-Elettronico,,,"INTEGRATO MC3011",W2,,3,0,,2.76000,
20836,Elettrico-Elettronico,,,"INTEGRATO MC3006",W2,,1,0,,2.76000,
20835,Elettrico-Elettronico,,,"INTEGRATO MC3001",W2,,1,0,,2.76000,
20834,Elettrico-Elettronico,,,"INTEGRATO LM747",W2,,12,0,,2.76000,
20833,Elettrico-Elettronico,,,"INTEGRATO LM741",W2,,18,0,,2.76000,
20832,Elettrico-Elettronico,,,"INTEGRATO LM723",W2,,30,0,,2.76000,
20831,Elettrico-Elettronico,,,"INTEGRATO LM358",W2,,15,0,,2.76000,
20830,Elettrico-Elettronico,,,"INTEGRATO LM348",W2,,10,0,,2.76000,
20829,Elettrico-Elettronico,,,"INTEGRATO LM324",W2,,15,0,,2.76000,
20828,Elettrico-Elettronico,,,"INTEGRATO LM317",W2,,25,0,,2.76000,
20827,Elettrico-Elettronico,,,"INTEGRATO LM311",W2,,20,0,,2.76000,
20826,Elettrico-Elettronico,,,"INTEGRATO L7812 CONTENITORE T05",W1,,20,0,,2.76000,
20825,Elettrico-Elettronico,,,"INTEGRATO L317",W2,,12,0,,2.76000,
20824,Elettrico-Elettronico,,,"INTEGRATO L297",W2,,1,0,,2.76000,
20823,Elettrico-Elettronico,,,"INTEGRATO L292",W2,,3,0,,2.76000,
20822,Elettrico-Elettronico,,,"INTEGRATO L291",W2,,3,0,,2.76000,
20821,Elettrico-Elettronico,,,"INTEGRATO L290",W2,,3,0,,2.76000,
20820,Elettrico-Elettronico,,,"INTEGRATO L200",W2,,15,0,,2.76000,
20819,Elettrico-Elettronico,,,"INTEGRATO L123C",W2,,0,0,,2.76000,
20818,Elettrico-Elettronico,,,"INTEGRATO CD4555",W2,,2,0,,2.76000,
20817,Elettrico-Elettronico,,,"INTEGRATO CD4543",W2,,2,0,,2.76000,
20816,Elettrico-Elettronico,,,"INTEGRATO CD4518",W2,,20,0,,2.76000,
20815,Elettrico-Elettronico,,,"INTEGRATO CD4516",W2,,1,0,,2.76000,
20813,Elettrico-Elettronico,,,"INTEGRATO CD4511",W2,,18,0,,2.76000,
20814,Elettrico-Elettronico,,,"INTEGRATO CD4512",W2,,6,0,,2.76000,
20812,Elettrico-Elettronico,,,"INTEGRATO CD4099",W2,,6,0,,2.76000,
22193,Cancelleria,ERREBIAN,7072,"Carta a colori forti - assortiti 250 pz",A5,,1,0,"250 fogli",5.47000,
20811,Elettrico-Elettronico,,,"INTEGRATO CD4093",W2,,15,0,,2.76000,
20810,Elettrico-Elettronico,,,"INTEGRATO CD4070B",W2,,15,0,,2.76000,
20809,Elettrico-Elettronico,,,"INTEGRATO CD4069",W2,,5,0,,2.76000,
20808,Elettrico-Elettronico,,,"INTEGRATO CD4060",W2,,8,0,,2.76000,
20807,Elettrico-Elettronico,,,"INTEGRATO CD40192",W2,,8,0,,2.76000,
20806,Elettrico-Elettronico,,,"INTEGRATO CD4013",W2,,7,0,,2.76000,
20805,Elettrico-Elettronico,,,"INTEGRATO CD4011",W2,,12,0,,2.76000,
20804,Elettrico-Elettronico,,,"INTEGRATO CD40106",W2,,8,0,,2.76000,
20803,Elettrico-Elettronico,,,"INTEGRATO CA339",W2,,0,0,,2.76000,
20802,Elettrico-Elettronico,,,"INTEGRATO CA3162",W2,,20,0,,2.76000,
20801,Elettrico-Elettronico,,,"INTEGRATO CA3161",W2,,20,0,,2.76000,
20800,Elettrico-Elettronico,,,"INTEGRATO BDX54A",W2,,12,0,,2.76000,
20799,Elettrico-Elettronico,,,"INTEGRATO BDX53",W2,,6,0,,2.76000,
20798,Elettrico-Elettronico,,,"INTEGRATO BDW64C",W2,,12,0,,2.76000,
20797,Elettrico-Elettronico,,,"INTEGRATO BD645",W2,,18,0,,2.76000,
20796,Elettrico-Elettronico,,,"INTEGRATO 9368",W2,,12,0,,2.76000,
20795,Elettrico-Elettronico,,,"INTEGRATO 9030",W2,,2,0,,2.76000,
20794,Elettrico-Elettronico,,,"INTEGRATO 9027",W2,,1,0,,2.76000,
20793,Elettrico-Elettronico,,,"INTEGRATO 7915",W2,,15,0,,2.76000,
20792,Elettrico-Elettronico,,,"INTEGRATO 7912",W2,,15,0,,2.76000,
20791,Elettrico-Elettronico,,,"INTEGRATO 7905",W2,,8,0,,2.76000,
20790,Elettrico-Elettronico,,,"INTEGRATO 7824",W2,,20,0,,2.76000,
20789,Elettrico-Elettronico,,,"INTEGRATO 7815",W2,,8,0,,2.76000,
20788,Elettrico-Elettronico,,,"INTEGRATO 7812",W2,,15,0,,2.76000,
20787,Elettrico-Elettronico,,,"INTEGRATO 7805",W2,,20,0,,2.76000,
20786,Elettrico-Elettronico,,,"INTEGRATO 74LS85",W2,,1,0,,2.76000,
20785,Elettrico-Elettronico,,,"INTEGRATO 74LS76",W2,,6,0,,2.76000,
20784,Elettrico-Elettronico,,,"INTEGRATO 74LS74",W2,,6,0,,2.76000,
20783,Elettrico-Elettronico,,,"INTEGRATO 74LS51",W2,,6,0,,2.76000,
20782,Elettrico-Elettronico,,,"INTEGRATO 74LS48",W2,,12,0,,2.76000,
20781,Elettrico-Elettronico,,,"INTEGRATO 74LS38",W2,,6,0,,2.76000,
20780,Elettrico-Elettronico,,,"INTEGRATO 74LS374",W2,,1,0,,2.76000,
20779,Elettrico-Elettronico,,,"INTEGRATO 74LS32",W2,,1,0,,2.76000,
20778,Elettrico-Elettronico,,,"INTEGRATO 74LS266",W2,,8,0,,2.76000,
20777,Elettrico-Elettronico,,,"INTEGRATO 74LS244",W2,,4,0,,2.76000,
20776,Elettrico-Elettronico,,,"INTEGRATO 74LS240",W2,,4,0,,2.76000,
20775,Elettrico-Elettronico,,,"INTEGRATO 74LS221",W2,,6,0,,2.76000,
20774,Elettrico-Elettronico,,,"INTEGRATO 74LS169",W2,,6,0,,2.76000,
20773,Elettrico-Elettronico,,,"INTEGRATO 74LS13",W2,,12,0,,2.76000,
20772,Elettrico-Elettronico,,,"INTEGRATO 74LS125",W2,,3,0,,2.76000,
20771,Elettrico-Elettronico,,,"INTEGRATO 74LS05",W2,,6,0,,2.76000,
37828,Meccanico,,RCML400DIAM,"BOMBOLETTA SPRAY ML.400 DUPLICOLOR DIAMANT",,,1,0,Pz.,12.99960,
20770,Elettrico-Elettronico,,,"INTEGRATO 74LS04",W2,,12,0,,2.76000,
20769,Elettrico-Elettronico,,,"INTEGRATO 74LS02",W2,,25,0,,2.76000,
20768,Elettrico-Elettronico,,,"INTEGRATO 74LS00",W2,,20,0,,2.76000,
20767,Elettrico-Elettronico,,,"INTEGRATO 74HC86",W2,,10,0,,2.76000,
20766,Elettrico-Elettronico,,,"INTEGRATO 74HC27",W2,,8,0,,2.76000,
20765,Elettrico-Elettronico,,,"INTEGRATO 74HC20",W2,,6,0,,2.76000,
20764,Elettrico-Elettronico,,,"INTEGRATO 74HC175",W2,,8,0,,2.76000,
20763,Elettrico-Elettronico,,,"INTEGRATO 74HC14",W2,,4,0,,2.76000,
20762,Elettrico-Elettronico,,,"INTEGRATO 74HC10",W2,,4,0,,2.76000,
20760,Elettrico-Elettronico,,,"INTEGRATO 74HC04",W2,,8,0,,2.76000,
20761,Elettrico-Elettronico,,,"INTEGRATO 74HC08",W2,,12,0,,2.76000,
20759,Elettrico-Elettronico,,,"INTEGRATO 74HC02",W2,,4,0,,2.76000,
20758,Elettrico-Elettronico,,,"INTEGRATO 74C90",W2,,12,0,,2.76000,
20757,Elettrico-Elettronico,,,"INTEGRATO 74C48",W2,,12,0,,2.76000,
20756,Elettrico-Elettronico,,,"INTEGRATO 74C42",W2,,12,0,,2.76000,
20755,Elettrico-Elettronico,,,"INTEGRATO 74C14",W2,,6,0,,2.76000,
