id,settore,fornitore,codice,descrizione,collocazione,cespite,quantita,in_uso,unita,prezzo,note
20754,Elettrico-Elettronico,,,"INTEGRATO 7446",W2,,8,0,,2.76000,
20752,Elettrico-Elettronico,,,"INTEGRATO 7417",W2,,12,0,,2.76000,
20753,Elettrico-Elettronico,,,"INTEGRATO 74192",W2,,3,0,,2.76000,
20751,Elettrico-Elettronico,,,"INTEGRATO 7416",W2,,4,0,,2.76000,
20750,Elettrico-Elettronico,,,"INTEGRATO 7404",W2,,3,0,,2.76000,
20749,Elettrico-Elettronico,,,"INTEGRATO 4N33",W2,,0,0,,2.76000,
20748,Elettrico-Elettronico,,,"INTEGRATO 4N25",W2,,0,0,,2.76000,
20747,Elettrico-Elettronico,,,"INDICATORE A CARTELLINO DI CHIAMATA 6 CIFRE 220VAC",E4,,10,0,,66.00000,
20746,Elettrico-Elettronico,,,"HELITRIM 500 K?",U3,,6,0,,2.69000,
20745,Elettrico-Elettronico,,,"HELITRIM 50 K?",U3,,6,0,,2.69000,
20744,Elettrico-Elettronico,,,"HELITRIM 5 K?",U3,,5,0,,2.69000,
20743,Elettrico-Elettronico,,,"HELITRIM 200 K?",U3,,6,0,,2.69000,
20742,Elettrico-Elettronico,,,"HELITRIM 20 K?",U3,,5,0,,2.69000,
20741,Elettrico-Elettronico,,,"HELITRIM 2 K?",U3,,5,0,,2.69000,
20740,Elettrico-Elettronico,,,"HELITRIM 100 K?",U3,,6,0,,2.69000,
20739,Elettrico-Elettronico,,,"HELITRIM 10 K?",U3,,5,0,,2.69000,
20738,Elettrico-Elettronico,,,"HELITRIM 1 K?",U3,,6,0,,2.69000,
20737,Elettrico-Elettronico,,,"GUIDA PROFILATA ? 3A - 3AF TRADIZIONALE ALTA BARRA 2 MT",N7/M7,,1,0,,11.04000,
20736,Elettrico-Elettronico,,,"GUIDA PROFILATA ? 3 - 3F TRADIZIONALE BASSA BARRA 2 MT",N7/M7,,10,0,,11.04000,
20735,Elettrico-Elettronico,,,"GUIDA PROFILATA ? 2F TRADIZIONALE PICCOLA BARRA 2 MT",N7/M7,,4,0,,9.12000,
20734,Elettrico-Elettronico,,,"GUIDA PROFILATA G1 - G1F TRADIZIONALE ""C"" BARRA 2 MT",N7/M7,,1,0,,10.32000,
20733,Elettrico-Elettronico,,,"GRUPPO PNEUMATICO FRL 3/8""",R1,,1,0,,54.79000,
20732,Elettrico-Elettronico,,,"GRUPPO PNEUMATICO FRL 1/8"" TIPO METALWORK 1224030",R1,,0,0,,54.79000,
20731,Elettrico-Elettronico,,,"GRUPPO PNEUMATICO FRL 1/4""",R1,,8,0,,54.79000,
20730,Elettrico-Elettronico,,,"GRUPPO FRONTALE+SCATOLA INCASSO PER VIDEOCITOFONIA 1 FILA TIPO URMET 725/601",H2,,4,0,,78.48000,
20729,Elettrico-Elettronico,,,"GONIOMETRO IN ACCIAIO PER TRACCIATURE",C2,,4,0,,26.76000,
20728,Elettrico-Elettronico,,,"GIRATUBI REGOLABILE CON GANASCE 45°",C2,,5,0,,22.20000,
20727,Elettrico-Elettronico,,,"GIRAMASCHI REGOLABILE A LEVA MISURE VARIE",A1,,4,0,,19.44000,
20726,Elettrico-Elettronico,,,"GIRAMASCHI A TUBO",A1,,1,0,,11.04000,
20725,Elettrico-Elettronico,,,"GIRAMASCHI A CRICCHETTO",A1,,2,0,,25.68000,
20724,Elettrico-Elettronico,,,"GHIERE PER POTENZIOMETRI",U3,,20,0,,0.60000,
20722,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 9 (CONF 10 PZ)",L4,,0,0,,7.20000,
20721,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 7 (CONF 10 PZ)",L4,,0,0,,7.20000,
20720,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 36 (CONF 10 PZ)",L4,,3,0,,7.20000,
20719,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 29 (CONF 10 PZ)",L4,,0,0,,7.20000,
20718,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 21 (CONF 10 PZ)",L4,,3,0,,7.20000,
20717,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 16 (CONF 10 PZ)",L4,,0,0,,7.20000,
20716,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 13,5 (CONF 10 PZ)",L4,,0,0,,7.20000,
20715,Elettrico-Elettronico,,,"GHIERA IN PLASTICA PG 11 (CONF 10 PZ)",L4,,0,0,,7.20000,
20714,Elettrico-Elettronico,,,"GHIERA IN PLASTICA ½ GAS (CONF 10 PZ)",G3,,10,0,,7.20000,
20713,Elettrico-Elettronico,,,"GHIERA IN PLASTICA ? GAS (CONF 10 PZ)",G3,,3,0,,7.20000,
20712,Elettrico-Elettronico,,,"GENERATORE DI FUNZIONI TIPO TOPWARD FTG8104",B5,,1,0,,340.94000,
20711,Elettrico-Elettronico,,,"GENERATORE DI FUNZIONI TIPO TOPWARD FTG426",B5,,1,0,,340.94000,
20710,Elettrico-Elettronico,,,"GEMMA OPACA PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,5,0,,0.79000,
20709,Elettrico-Elettronico,,,"GEMMA COLORATA VERDE PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,1,0,,0.79000,
20708,Elettrico-Elettronico,,,"GEMMA COLORATA ROSSA PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,50,0,,0.79000,
20707,Elettrico-Elettronico,,,"GEMMA COLORATA GIALLA PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,12,0,,0.79000,
20706,Elettrico-Elettronico,,,"GEMMA COLORATA BLU PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,1,0,,0.79000,
20705,Elettrico-Elettronico,,,"GEMMA COLORATA BIANCA PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,1,0,,0.79000,
20704,Elettrico-Elettronico,,,"GEMMA COLORATA ARANCIO PER CORPO LAMPADA Ø 22 MM TIPO BRETER RM600",N6,,8,0,,0.79000,
20703,Elettrico-Elettronico,,,"FRESA TAZZA Ø 44 MM",C2,,1,0,,36.96000,
20702,Elettrico-Elettronico,,,"FRESA TAZZA Ø 40 MM",C2,,1,0,,36.96000,
20701,Elettrico-Elettronico,,,"FRESA TAZZA Ø 38 MM",C2,,1,0,,33.84000,
20700,Elettrico-Elettronico,,,"FRESA TAZZA Ø 35 MM",C2,,1,0,,33.84000,
20699,Elettrico-Elettronico,,,"FRESA TAZZA Ø 33 MM",C2,,1,0,,27.36000,
20698,Elettrico-Elettronico,,,"FRESA TAZZA Ø 32 MM",C2,,1,0,,27.36000,
20697,Elettrico-Elettronico,,,"FRESA TAZZA Ø 30 MM",C2,,2,0,,27.00000,
20696,Elettrico-Elettronico,,,"FRESA TAZZA Ø 27 MM",C2,,1,0,,22.08000,
20695,Elettrico-Elettronico,,,"FRESA TAZZA Ø 25 MM",C2,,1,0,,22.08000,
20694,Elettrico-Elettronico,,,"FRESA TAZZA Ø 23 MM",C2,,1,0,,20.52000,
20693,Elettrico-Elettronico,,,"FRESA TAZZA Ø 22 MM",C2,,4,0,,20.16000,
20692,Elettrico-Elettronico,,,"FRESA TAZZA Ø 20 MM",C2,,2,0,,20.16000,
20691,Elettrico-Elettronico,,,"FRESA TAZZA Ø 17 MM",C2,,1,0,,15.36000,
20690,Elettrico-Elettronico,,,"FRESA TAZZA Ø 16 MM",C2,,1,0,,13.32000,
20689,Elettrico-Elettronico,,,"FRESA PER SVASARE",B2,,1,0,,10.25000,
20688,Elettrico-Elettronico,,,"FRESA PER LEGNO VARIABILE 30 - 65 MM (5PZ)",C2,,1,0,,22.75000,
20687,Elettrico-Elettronico,,,"FRESA PER LAMARE",B2,,4,0,,7.80000,
20686,Elettrico-Elettronico,,,"FRESA PER CARTEGGIARE",B2,,2,0,,7.80000,
20685,Elettrico-Elettronico,,,"FRESA ALLARGAFORI 5 - 30 MM",C2,,1,0,,28.80000,
20684,Elettrico-Elettronico,,,"FRESA A CANDELA Ø VARI",B2,,7,0,,9.60000,
20683,Elettrico-Elettronico,,,"FOTORESISTENZA ",U3,,15,0,,1.44000,
20682,Elettrico-Elettronico,,,"FOTOCELLULA M18 TASTEGGIO DIRETTO ASIALE 100MT PNP NO TIPO SELET OCV81/DPNOC5",N4,,18,0,,50.76000,
20681,Elettrico-Elettronico,,,"FOTOCELLULA M18 TASTEGGIO DIRETTO ASIALE 100MT PNP NO CON CAVO TIPO SELET OCV81",N4,,2,0,,44.16000,
20680,Elettrico-Elettronico,,,"FOTOCELLULA M18 BARRIERA ASSIALE DI RICEVITORE TIPO SELET OCV81/BC3NO",N4,,3,0,,44.16000,
20679,Elettrico-Elettronico,,,"FOTOCELLULA M18 BARRIERA ASSIALE DI PROIETTORE TIPO SELET OCV81/PC3",N4,,2,0,,41.52000,
20678,Elettrico-Elettronico,,,"FOTOCELLULA (COPPIA) ORIENTABILE PER CANCELLO AUTOMATICO TIPO NICE MOFO con staf",D6,,4,0,,27.12000,
38075,Elettrico,,,"MORSETTIERE A VITE PVC 12 POLI mm.10",,,25,0,Pz.,0.57000,
20675,Elettrico-Elettronico,,,"FORBICE PER ELETTRICISTA TIPO ABC ",A3,,10,0,,9.00000,
20674,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 4/2 MON 1/4"" CON ATTUATORE A LEVA",S2,,2,0,,22.32000,
20673,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 3/2 MON 1/8"" CON ATTUATORE A PULSANTE",S2,,25,0,,22.32000,
20672,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 3/2 MON 1/8"" CON ATTUATORE A LEVA",S2,,17,0,,25.73000,
20671,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 3/2 MON 1/8"" CON ATTUATORE A DOPPIA LEVA",S2,,26,0,,26.95000,
20670,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 2/2 N.A. MON PER TUBO 2-4 CON ATTUATORE A LEVA",T2,,14,0,,26.95000,
20669,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 2/2 N.A. MON 1/8"" CON ATTUATORE A LEVA",T2,,30,0,,21.91000,
20668,Elettrico-Elettronico,,,"FINECORSA PNEUMATICO 2/2 N.A. MON 1/4"" CON ATTUATORE A LEVA",T2,,4,0,,21.91000,
20667,Elettrico-Elettronico,,,"FINECORSA IN PLATICA 1NA+1NC CAMMA A PULSANTE TIPO REITER TR102",Q6,,47,0,,25.56000,
20666,Elettrico-Elettronico,,,"FINECORSA IN PLATICA 1NA+1NC CAMMA A LEVA TIPO REITER TLA201",Q6,,19,0,,25.56000,
20665,Elettrico-Elettronico,,,"FINECORSA IN PLASTICA 1NA+1NC CAMMA A LEVA TIPO TELEMECANIQUE XCK-T121",Q6,,2,0,,29.52000,
20664,Elettrico-Elettronico,,,"FINECORSA IN PLASTICA 1NA+1NC CAMMA A LEVA TIPO TELEMECANIQUE XCK-P121",Q6,,1,0,,29.52000,
20663,Elettrico-Elettronico,,,"FINECORSA IN METALLO 1NA+1NC CAMMA A PULSANTE CON CAVO TIPO TELEMECANIQUE XCM",Q6,,6,0,,29.52000,
20662,Elettrico-Elettronico,,,"FINECORSA IN METALLO 1NA+1NC CAMMA A LEVA TIPO TELEMECANIQUE XCK-J",Q6,,23,0,,32.16000,
20661,Elettrico-Elettronico,,,"FINECORSA IN METALLO 1NA+1NC CAMMA A LEVA STABILE TIPO TELEMECANIQUE XCK-J",Q6,,18,0,,32.16000,
20660,Elettrico-Elettronico,,,"FINECORSA IN METALLO 1NA+1NC CAMMA A LEVA CON CAVO TIPO TELEMECANIQUE XCM",Q6,,1,0,,29.76000,
20659,Elettrico-Elettronico,,,"FINECORSA AM1 307K",W1,,3,0,,17.11000,
20657,Elettrico-Elettronico,,,"ENCODER TIPO ELCIS E5-500-5-BZ-CV-01",P6,,1,0,,151.51000,
20656,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/3 BIS 1/8"" TIPO KUHNKE VERTICALE PER BASE",T3,,0,0,,30.96000,
20655,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/3 BIS 1/8"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,12,0,,30.96000,
20654,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/3 BIS 1/4"" TIPO KUHNKE VERTICALE PER BASE",T3,,0,0,,34.08000,
20653,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/3 BIS 1/4"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,3,0,,34.08000,
20652,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 MON 1/8"" TIPO KUHNKE VERTICALE PER BASE",T3,,26,0,,30.96000,
20651,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 MON 1/8"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,0,0,,30.96000,
20650,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 MON 1/4"" TIPO KUHNKE VERTICALE PER BASE",T3,,0,0,,31.86000,
20649,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 MON 1/4"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,0,0,,31.86000,
20648,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 BIS 1/8"" TIPO KUHNKE VERTICALE PER BASE",T3,,9,0,,29.52000,
20647,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 BIS 1/8"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,20,0,,29.52000,
20646,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 BIS 1/4"" TIPO UNIVER",T3,,8,0,,31.86000,
20645,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 BIS 1/4"" TIPO KUHNKE VERTICALE PER BASE",T3,,0,0,,31.86000,
20644,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 5/2 BIS 1/4"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,13,0,,31.86000,
20643,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 3/2 MON 1/8"" TIPO KUHNKE VERTICALE PER BASE",T3,,0,0,,26.88000,
20642,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 3/2 MON 1/8"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,6,0,,26.88000,
20641,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 3/2 MON 1/4"" TIPO UNIVER",T3,,5,0,,29.46000,
20640,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 3/2 MON 1/4"" TIPO KUHNKE VERTICALE PER BASE",T3,,0,0,,29.46000,
20639,Elettrico-Elettronico,,,"ELETTROVALVOLA PNEUMATICA 3/2 MON 1/4"" TIPO KUHNKE MONTAGGIO ORIZZONTALE",T3,,13,0,,29.46000,
20638,Elettrico-Elettronico,,,"ELETTROVALVOLA PER GAS 2/2 BIS 3/4"" TIPO UNIVERSAL",S5,,5,0,,91.49000,
20637,Elettrico-Elettronico,,,"ELETTROSERRATURA 12 VAC TIPO YALE",D3,,2,0,,43.49000,
20636,Elettrico-Elettronico,,,"ELETTROSERRATURA 12 VAC TIPO CISA",D3,,1,0,,43.49000,
20635,Elettrico-Elettronico,,,"ELETTROPOMPA 220 VAC 80 W TIPO GRUNDFOS UP20-30N ",O6,,1,0,,171.19000,
20634,Elettrico-Elettronico,,,"DUSPOL ANALOGICO TIPO 050256",C4,,1,0,,65.47000,
20633,Elettrico-Elettronico,,,"DUSPOL A LEVA TIPO NERO PESANTE",C4,,5,0,,38.54000,
20632,Elettrico-Elettronico,,,"DUSPOL A LED TIPO UNITEST ",C4,,1,0,,14.83000,
20631,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 9 FORI NON COMUNICANTI 1/8""",R1,,1,0,,7.99000,
20630,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 8 FORI NON COMUNICANTI 1/8""",R1,,4,0,,7.99000,
20629,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 6 FORI NON COMUNICANTI 1/8""",R1,,6,0,,7.99000,
20628,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 6 FORI COMUNI 1/8""",R1,,18,0,,7.99000,
20627,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 6 FORI COMUNI 1/4""",R1,,12,0,,7.99000,
20626,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 4 FORI COMUNI 1/8""",R1,,42,0,,7.99000,
20625,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 4 FORI COMUNI 1/4""",R1,,0,0,,7.99000,
20624,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 2 FORI COMUNI 1/8""",R1,,0,0,,7.99000,
20623,Elettrico-Elettronico,,,"DISTRIBUTORE PNEUMATICO 2 FORI COMUNI 1/4""",R1,,18,0,,7.99000,
20622,Elettrico-Elettronico,,,"DISTANZIALI IN FERRO PER CILINDRI PNEUMATICI",R2,,88,0,,1.44000,
20621,Elettrico-Elettronico,,,"DISTANZIALI IN ALLUMINIO PER FINECORSA PNEUMATICI",R2,,162,0,,1.44000,
20620,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 70 MM (CONF 10 PZ)",V5,,5,0,,2.93000,
20619,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 65 MM (CONF 10 PZ)",V5,,5,0,,2.93000,
20618,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 60 MM (CONF 10 PZ)",V5,,7,0,,2.93000,
20617,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 55 MM (CONF 10 PZ)",V5,,10,0,,2.93000,
20616,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 50 MM (CONF 10 PZ)",V5,,9,0,,2.93000,
20615,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 5 MM (CONF 10 PZ)",V5,,0,0,,2.93000,
20614,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 45 MM (CONF 10 PZ)",V5,,8,0,,2.93000,
20613,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 40 MM (CONF 10 PZ)",V5,,10,0,,2.93000,
20612,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 35 MM (CONF 10 PZ)",V5,,11,0,,2.93000,
20611,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 30 MM (CONF 10 PZ)",V5,,10,0,,2.93000,
20610,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 25 MM (CONF 10 PZ)",V5,,11,0,,2.93000,
20609,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 20 MM (CONF 10 PZ)",V5,,13,0,,2.93000,
20608,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 15 MM (CONF 10 PZ)",V5,,2,0,,2.93000,
20607,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-M 10 MM (CONF 10 PZ)",V5,,0,0,,2.93000,
20606,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 70 MM (CONF 10 PZ)",V5,,0,0,,2.93000,
20605,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 65 MM (CONF 10 PZ)",V5,,0,0,,2.93000,
20604,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 60 MM (CONF 10 PZ)",V5,,8,0,,2.93000,
20603,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 55 MM (CONF 10 PZ)",V5,,4,0,,2.93000,
20602,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 50 MM (CONF 10 PZ)",V5,,9,0,,2.93000,
20601,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 5 MM (CONF 10 PZ)",V5,,10,0,,2.93000,
20600,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 45 MM (CONF 10 PZ)",V5,,12,0,,2.93000,
20599,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 40 MM (CONF 10 PZ)",V5,,15,0,,2.93000,
20598,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 35 MM (CONF 10 PZ)",V5,,18,0,,2.93000,
20597,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 30 MM (CONF 10 PZ)",V5,,20,0,,2.93000,
20596,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 25 MM (CONF 10 PZ)",V5,,13,0,,2.93000,
20595,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 20 MM (CONF 10 PZ)",V5,,18,0,,2.93000,
20594,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 15 MM (CONF 10 PZ)",V5,,18,0,,2.93000,
20593,Elettrico-Elettronico,,,"DISTANZIALE ESAGONALE IN OTTONE PER C.S. M3 M-F 10 MM (CONF 10 PZ)",V5,,14,0,,2.93000,
20592,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. VARIE MISURE",V2,,0,0,Scatola,0.66000,
20591,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 90 X 35 X 40 MM",V2,,43,0,,0.66000,
20590,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 50 X 25 X 40 MM",V2,,1,0,,0.66000,
20589,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 45 X 10 X 35 MM",V2,,30,0,,0.66000,
20588,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 40 X 20 X 35 MM",V2,,21,0,,0.66000,
20587,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 35 X 35 X 20 MM",V2,,10,0,,0.66000,
20586,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 30 X 25 X 25 MM",V2,,6,0,,0.66000,
20585,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 30 X 10 X 25 MM",V2,,19,0,,0.66000,
20584,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 18 X 9 X 18 MM",V2,,4,0,,0.66000,
20583,Elettrico-Elettronico,,,"DISSIPATORE IN ALLUMINIO NERO PER C.I. 15 X 20 X 25 MM",V2,,55,0,,0.66000,
20582,Elettrico-Elettronico,,,"DIODO LED Ø5 VERDE",U3,,20,0,,0.05000,
20581,Elettrico-Elettronico,,,"DIODO LED Ø5 ROSSO",U3,,20,0,,0.05000,
20580,Elettrico-Elettronico,,,"DIODO LED Ø5 GIALLO",U3,,20,0,,0.05000,
20579,Elettrico-Elettronico,,,"DIEDRO PER PIANO DI RISCONTRO",A1,,1,0,,31.99000,
20578,Elettrico-Elettronico,,,"DEVIATORE TIPO VIMAR 8004",E2,,68,0,,1.85880,
20577,Elettrico-Elettronico,,,"DEVIATORE LUMINOSO TIPO VIMAR 8039",F2,,47,0,,2.71000,
20576,Elettrico-Elettronico,,,"DEVIATORE A PERELLA PASSANTE PLASTICA BIANCA TIPO VIMAR 8140",E2,,49,0,,3.44000,
20575,Elettrico-Elettronico,,,"DEVIATORE A PERELLA PASSANTE PLASTICA BIANCA TIPO BTICINO 63",E2,,20,0,,4.25000,
20574,Elettrico-Elettronico,,,"DECODER RICEVITORE DIGITALE SATELLITARE TIPO HUMAX CI8110PX",E5,,0,0,,264.48000,
20573,Elettrico-Elettronico,,,"CUTTER LAMA VARIABILE ",A2,,10,0,,6.60000,
20572,Elettrico-Elettronico,,,"CUSTODIA PER FINECORSA AM1 307K",W1,,6,0,,1.17000,
20571,Elettrico-Elettronico,,,"CUSTODIA DYMO PER TESTER",C4,,4,0,,1.46000,
20570,Elettrico-Elettronico,,,"CUSTODIA CON TETTO PER CITOFONIA X PULSANTIERA 1 FILA TIPO URMET 725/711",H2,,1,0,,27.18000,
20569,Elettrico-Elettronico,,,"CORDA MILLECAPI PER CABLAGGI",B3,,7,0,,14.40000,
20568,Elettrico-Elettronico,,,"COPRIFORO MODULO STANDARD TIPO VIMAR 8319",E2,,39,0,,0.94000,
20567,Elettrico-Elettronico,,,"COPRIFORO MODULO STANDARD TIPO BTICINO MAGIC 5000",I3,,5,0,,1.18000,
20566,Elettrico-Elettronico,,,"COPPIA CARBONCINI PER MOTORI ELETTROUTENSILI 220 VAC PER DIDATTICA",O6,,1,0,,7.58000,
20565,Elettrico-Elettronico,,,"COPERCHIO PER SCATOLA DA ESTERNO X CANALETTE PLASTICA BIANCA TIPO IBO2401",H6,,90,0,,0.96000,
20561,Elettrico-Elettronico,,,"COPERCHIO METALLICO PER CANALINA 75 MM TIPO ZAMET BARRA 3 MT",L7,,0,0,,6.12000,
20560,Elettrico-Elettronico,,,"COPERCHIO METALLICO PER CANALINA 50 MM TIPO ZAMET BARRA 3 MT",L7,,0,0,,5.40000,
20559,Elettrico-Elettronico,,,"COPERCHIO METALLICO PER CANALINA 100 MM TIPO ZAMET BARRA 3 MT",L7,,0,0,,7.80000,
