id,settore,fornitore,codice,descrizione,collocazione,cespite,quantita,in_uso,unita,prezzo,note
20555,Elettrico-Elettronico,,,"COPERCHIO CENTRALINO MODULARE INCASSO PLASTICA BIANCA 8MODULI TIPO ABB",I4,,29,0,,10.39000,
20554,Elettrico-Elettronico,,,"COPERCHIO CENTRALINO MODULARE INCASSO PLASTICA ANTRACITE 8MODULI TIPO LUME",I4,,12,0,,10.39000,
20553,Elettrico-Elettronico,,,"COPERCHIO CENTRALINO MODULARE ESTERNO BIANCO 12+1MODULI TIPO GW40028",I5,,36,0,,17.34000,
20552,Elettrico-Elettronico,,,"COPERCHIO CENTRALINO MODULARE ESTERNO BIANCO 10MODULI TIPO GW40026",H5,,59,0,,14.76000,
20550,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO TYMER",U6,,11,0,,5.40000,
20549,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO TEKO P4",U6,,2,0,,5.40000,
20548,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO TEKO P3",U6,,7,0,,5.40000,
20547,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO TEKO P2",U6,,0,0,,5.40000,
20546,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO TEKO P1",U6,,0,0,,5.40000,
20545,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO TEKO 780",U6,,3,0,,5.40000,
20544,Elettrico-Elettronico,,,"CONTENITORE PLASTICO PER ESERCITAZIONI ELETTRONICA TIPO ALIMENTATORE ",U6,,2,0,,5.40000,
20543,Elettrico-Elettronico,,,"CONTENITORE PLASTICO A CASSETTINI PER STECCHE ALFANUMERICHE GRAFOPALST ",L2,,2,0,,17.47000,
20542,Elettrico-Elettronico,,,"CONTENITORE PLASTICO 6 FORO Ø 22 MM TIPO GW 27104",N5,,0,0,,9.88000,
20541,Elettrico-Elettronico,,,"CONTENITORE PLASTICO 3 FORO Ø 22 MM TIPO GW 27103",N5,,0,0,,7.86000,
20540,Elettrico-Elettronico,,,"CONTENITORE PLASTICO 2 PULSANTI ROSSO-VERDE PER MARCIA/ARRESTO TIPO VEMER  ",N5,,1,0,,13.52000,
20539,Elettrico-Elettronico,,,"CONTENITORE PLASTICO 2 FORO Ø 22 MM TIPO GW 27102",N5,,1,0,,6.79000,
20538,Elettrico-Elettronico,,,"CONTENITORE PLASTICO 12 FORO Ø 22 MM TIPO GW 27105",N5,,0,0,,26.83000,
20537,Elettrico-Elettronico,,,"CONTENITORE PLASTICO 1 FORO Ø 22 MM TIPO GW 27101",N5,,0,0,,4.27000,
20536,Elettrico-Elettronico,,,"CONTENITORE METALLICO PER ESERCITAZIONI ELETTRONICA TIPO TEKO M506",U6,,2,0,,8.88000,
20535,Elettrico-Elettronico,,,"CONTENITORE METALLICO 8 FORO Ø 30 MM TIPO PT8",N5,,0,0,,22.39000,
20534,Elettrico-Elettronico,,,"CONTENITORE METALLICO 8 FORO Ø 22 MM TIPO PT8",N5,,7,0,,22.39000,
20533,Elettrico-Elettronico,,,"CONTENITORE METALLICO 6 FORO Ø 30 MM TIPO PT6",N5,,0,0,,19.87000,
20532,Elettrico-Elettronico,,,"CONTENITORE METALLICO 6 FORO Ø 22 MM TIPO PT6",N5,,2,0,,19.87000,
20531,Elettrico-Elettronico,,,"CONTENITORE METALLICO 4 FORO Ø 30 MM TIPO PT4",N5,,0,0,,15.17000,
20530,Elettrico-Elettronico,,,"CONTENITORE METALLICO 4 FORO Ø 22 MM TIPO PT4",N5,,1,0,,15.17000,
20529,Elettrico-Elettronico,,,"CONTENITORE METALLICO 2 FORO Ø 30 MM TIPO PT2",N5,,0,0,,11.72000,
20528,Elettrico-Elettronico,,,"CONTENITORE METALLICO 2 FORO Ø 22 MM TIPO PT2",N5,,1,0,,11.72000,
20527,Elettrico-Elettronico,,,"CONTENITORE METALLICO 1 FORO Ø 30 MM TIPO PT1",N5,,21,0,,10.39000,
20526,Elettrico-Elettronico,,,"CONTENITORE METALLICO 1 FORO Ø 22 MM TIPO PT1",N5,,2,0,,10.39000,
20525,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 FORATO PLASTICA GRIGIO CON GUIDA? 190X140X70 TIPO GW44207",H4,,1,0,,10.13000,
20524,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 FORATO PLASTICA GRIGIO CON GUIDA? 150X110X70 TIPO GW44206",H4,,30,0,,10.13000,
20523,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 FORATO PLASTICA GRIGIO 120X80X50 TIPO GW44205",H4,,12,0,,10.13000,
20522,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO ALTO VITE PLAST GRIGIO 240X190X160 TIPO GW44218",G4,,1,0,,10.13000,
20521,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO ALTO VITE PLAST GRIGIO 190X140X140 TIPO GW44217",G4,,0,0,,10.13000,
20520,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO ALTO VITE PLAST GRIGIO 150X110X140 TIPO GW44216",G4,,2,0,,10.13000,
20519,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO ALTO VITE PLAST GRIGIO 120X80X120 TIPO GW44215",G4,,0,0,,9.06000,
20518,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO ALTO VITE PLAST GRIGIO 120X100X120 TIPO GW44214",G4,,0,0,,9.06000,
20517,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO A VITE PLASTICA GRIGIO 240X190X90 TIPO GW44208",G4,,1,0,,9.06000,
20516,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO A VITE PLASTICA GRIGIO 190X140X70 TIPO GW44207",G4,,7,0,,7.51000,
20515,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO A VITE PLASTICA GRIGIO 150X110X70 TIPO GW44206",G4,,8,0,,7.51000,
20514,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO A VITE PLASTICA GRIGIO 120X80X50 TIPO GW44205",G4,,11,0,,7.51000,
20513,Elettrico-Elettronico,,,"CONTENITORE LISCIO IP44 COPERCHIO A VITE PLASTICA GRIGIO 100X100X50 TIPO GW44204",G4,,2,0,,7.51000,
20512,Elettrico-Elettronico,,,"CONTENITORE ESTERNO PLASTICA GRIGIO 1MODULO MAGIC SICURITY TIPO BTICINO11380",I3,,10,0,,5.10000,
20511,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 3MODULI MAGIC TIPO BTICINO25403",I3,,5,0,,10.13000,
20510,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 3MODULI 8000 IP55TIPO VIMAR 13531",I3,,0,0,,6.72000,
20509,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 3MODULI 8000 IP40TIPO VIMAR 13031",I3,,0,0,,5.62000,
20508,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 2MODULI MAGIC TIPO BTICINO25402",I3,,0,0,,8.26000,
20507,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 2MODULI 8000 IP55 TIPO VIMAR 13522",I3,,0,0,,5.59000,
20506,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 2MODULI 8000 IP40 TIPO VIMAR 13022",I3,,0,0,,4.27000,
20505,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 1MODULO MAGIC TIPO BTICINO25401",I3,,2,0,,5.45000,
20504,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 1MODULO 8000 IP55 TIPO VIMAR 13521",I3,,4,0,,4.27000,
20503,Elettrico-Elettronico,,,"CONTENITORE ESTERNO MODULARE PLASTICA BIANCO 1MODULO 8000 IP40 TIPO VIMAR 13021",I3,,0,0,,3.02000,
20502,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VCC +1NA CON TESTINA AUX 1NA+1NC TIPO TMQ GRIGIO LP4",O3,,2,0,,53.06000,
20501,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +2NA+2NC TIPO AUDOLI C1",Q3,,75,0,,53.06000,
20500,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NC CON TESTINA AUX 3NA+2NC TIPO CGE EA1D",P4,,12,0,,53.06000,
20499,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA+1NC CON TESTINA AUX 2NA+2NC TIPO TMQ BIANCO LC1",Q3,,40,0,,79.49000,
20498,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA+1NC CON TESTINA AUX 2NA+2NC TIPO CGE CA2D1",O4,,50,0,,79.49000,
20497,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA+1NC CON TESTINA AUX 2NA+2NC TIPO CGE CA1D1",P4,,38,0,,79.49000,
20496,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA TIPO TMQ GRIGIO CA2",O3,,19,0,,53.06000,
20495,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA CON TESTINA AUX 2NA+2NC TIPO TMQ NERO LC1",O3,,27,0,,53.06000,
20494,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA CON TESTINA AUX 2NA+2NC TIPO TMQ GRIGIO LC1",P3/Q3,,283,0,,79.49000,
20493,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA CON TESTINA AUX 2NA+2NC TIPO SIEMENS 3RT1",O3,,49,0,,79.46000,
20492,Elettrico-Elettronico,,,"CONTATTORE DI POTENZA 24 VAC +1NA CON TESTINA AUX 2NA+2NC TIPO CGE CA1F1",O4,,58,0,,79.46000,
20491,Elettrico-Elettronico,,,"CONTATTO NC PER PULSANTERIA SIEMENS Ø 22 MM TIPO SIEMENS 3SB1420OC",Q6,,14,0,,1.14000,
20490,Elettrico-Elettronico,,,"CONTATTO NC PER PULSANTERIA Ø 22 MM TIPO TELEMECANIQUE ZB4BZ102",M6,,39,0,,2.59560,
20489,Elettrico-Elettronico,,,"CONTATTO NC PER PULSANTERIA Ø 22 MM TIPO BRETER V40",N6,,414,0,,1.14000,
20488,Elettrico-Elettronico,,,"CONTATTO NA PER PULSANTERIA SIEMENS Ø 22 MM TIPO SIEMENS 3SB1420OB",Q6,,13,0,,1.14000,
20487,Elettrico-Elettronico,,,"CONTATTO NA PER PULSANTERIA Ø 22 MM TIPO TELEMECANIQUE ZB4BZ101",M6,,36,0,,2.59560,
20486,Elettrico-Elettronico,,,"CONTATTO NA PER PULSANTERIA Ø 22 MM TIPO BRETER V50",N6,,239,0,,1.14000,
20485,Elettrico-Elettronico,,,"CONTATTO MAGNETICO METALLO INCASSO TIPO CSICM1",F5,,8,0,,2.47000,
20484,Elettrico-Elettronico,,,"CONTATTO MAGNETICO DA SUPERFICE TIPO CSICM2",F5,,2,0,,1.99000,
20483,Elettrico-Elettronico,,,"CONTATTO MAGNETICO ALTA TOLLERANZA METALLO TIPO CSICM3",F5,,2,0,,5.47000,
20482,Elettrico-Elettronico,,,"CONTATTO AUSILIARIO PER AUTOMATICI MARLEN-GERIN",O5,,2,0,,9.06000,
20481,Elettrico-Elettronico,,,"CONTATTO A FILO PER TAPPARELLE TIPO CSISAF1",F5,,0,0,,14.78000,
20480,Elettrico-Elettronico,,,"CONTATTI SU BASE LEGNO 1 MAGNETICO INCASSO TIPO CSICM1 + 1 SUPERFICE TIPO CSICM2",F5,,20,0,,1.04000,
20475,Elettrico-Elettronico,,,"CONTAIMPULSI ELETTROMECCANICO 6 CIFRE 220 VAC TIPO MASSI Z593",N2,,9,0,,115.48000,
20474,Elettrico-Elettronico,,,"CONTAIMPULSI ELETTROMECCANICO 6 CIFRE 110 - 220 VAC TIPO IVO108.67",N2,,3,0,,115.48000,
20473,Elettrico-Elettronico,,,"CONTAIMPULSI ELETTROMECCANICO 3 CIFRE 220 VAC TIPO IVO F1080.0",N2,,6,0,,106.49000,
20472,Elettrico-Elettronico,,,"CONNETTORI A PETTINE PER C.S. VARI TIPO ",U6,,0,0,Scatola,1.50000,
20471,Elettrico-Elettronico,,,"CONNETTORE M12 A GHIERA PER SENSORI A 3 FILI ANGOLARE TIPO SELET",N4,,12,0,,4.22000,
20470,Elettrico-Elettronico,,,"CONNETTORE AD INNESTO PER SENSORI MAGNETICI A 3 FILI ANGOLARE TIPO MPM",N4,,7,0,,4.22000,
20469,Elettrico-Elettronico,,,"CONNETTORE AD INNESTO PER SENSORI MAGNETICI A 2 FILI ANGOLARE TIPO MPM",N4,,27,0,,4.22000,
20468,Elettrico-Elettronico,,,"CONNETTORE A CAPPUCCIO IN PLASTICA PER ELETTROVALVOLE 15 MM",S3,,0,0,Scatola,4.22000,
20467,Elettrico-Elettronico,,,"CONNETTORE A CAPPUCCIO IN PLASTICA PER ELETTROVALVOLE 10 MM",S3,,169,0,,4.22000,
20466,Elettrico-Elettronico,,,"CONNETTORE 4 POLI MASCHIO VOLANTE PLASTICA NERO TIPO AMPHENOL",L6,,29,0,,6.82000,
20465,Elettrico-Elettronico,,,"CONNETTORE 4 POLI MASCHIO FISSO DA PANNELLO IN PLASTICA NERO TIPO AMPHENOL",L6,,11,0,,6.82000,
20464,Elettrico-Elettronico,,,"CONNETTORE 4 POLI FEMMINA VOLANTE PLASTICA NERO TIPO AMPHENOL",L6,,5,0,,6.82000,
20463,Elettrico-Elettronico,,,"CONNETTORE 4 POLI FEMMINA FISSO DA PANNELLO IN PLASTICA NERO TIPO AMPHENOL",L6,,15,0,,6.82000,
20462,Elettrico-Elettronico,,,"CONNETTORE 36 POLI ARANCIO A CRIMPARE MASCHIO TIPO WEIDMULLER 141910 ",L6,,4,0,,7.91000,
20461,Elettrico-Elettronico,,,"CONNETTORE 36 POLI ARANCIO A CRIMPARE FEMMINA TIPO WEIDMULLER 141900",L6,,9,0,,7.91000,
20460,Elettrico-Elettronico,,,"CONNETTORE 24 POLI GRIGIO MASCHIO TIPO ILME CNM",L5,,26,0,,4.61000,
20459,Elettrico-Elettronico,,,"CONNETTORE 24 POLI GRIGIO FEMMMINA TIPO ILME CNF",L5,,3,0,,4.61000,
20458,Elettrico-Elettronico,,,"CONNETTORE 24 POLI BLU MASCHIO TIPO ILME",L5,,6,0,,4.61000,
20457,Elettrico-Elettronico,,,"CONNETTORE 24 POLI BLU FEMMMINA TIPO ILME",L5,,59,0,,4.61000,
20456,Elettrico-Elettronico,,,"CONNETTORE 16 POLI GRIGIO MASCHIO TIPO ILME CNM",L5,,6,0,,3.43000,
20455,Elettrico-Elettronico,,,"CONNETTORE 16 POLI GRIGIO FEMMMINA TIPO ILME CNF",L5,,22,0,,3.43000,
20454,Elettrico-Elettronico,,,"CONNETTORE 16 POLI BLU MASCHIO TIPO ILME",L5,,5,0,,3.43000,
20453,Elettrico-Elettronico,,,"CONNETTORE 16 POLI BLU FEMMMINA TIPO ILME",L5,,5,0,,3.43000,
20452,Elettrico-Elettronico,,,"CONDENSATORE PER LAMPADE FLUORESCENTI 3,4?F",F1,,2,0,,2.94000,
20451,Elettrico-Elettronico,,,"CONDENSATORE 100 ?F PER TRAFORMAZIONE MAT A 220 VAC",O6,,1,0,,10.32000,
20441,Elettrico-Elettronico,,,"COMMUTATORE PER LNB CON COMANDO DISEQC TIPO IARE 9873",E5,,22,0,,66.74000,
20440,Elettrico-Elettronico,,,"CITOFONO APPARECCHIO ELETTRONICO BIANCO 1TASTO TIPO COMELIT",I1,,21,0,,14.93000,
20439,Elettrico-Elettronico,,,"CITOFONO APPARECCHIO ELETTRONICO ATLANTICO BIANCO 1TASTO TIPO URMET 1133/1",H2,,5,0,,14.93000,
20438,Elettrico-Elettronico,,,"CITOFONO APPARECCHIO ELETTRONICO ATLANTICO BIANCO 1TASTO TIPO URMET 1130/1",G2,,7,0,,14.93000,
20437,Elettrico-Elettronico,,,"CIRCUITO STAMPATO NUOVA ELETTRONICA LX835",U2,,5,0,,5.45000,
20436,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO TANDEM Ø 32MM CORSA 100MM CON TITANTI TIPO ANS",T1,,14,0,,54.72000,
20435,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 40 MM CORSA 15 MM CON TITANTI TIPO ANS",T1,,1,0,,39.12000,
20434,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 32 MM CORSA 600 MM CON TITANTI TIPO ANS",T1,,1,0,,53.04000,
20433,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 32 MM CORSA 250 MM TIPO TPA",T1,,6,0,,39.86000,
20432,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 32 MM CORSA 25 MM CON TITANTI TIPO ANS",T1,,11,0,,37.44000,
20431,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 32 MM CORSA 200 MM TIPO TPA",T1,,6,0,,46.32000,
20430,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 32 MM CORSA 150 MM TIPO TPA",T1,,11,0,,43.68000,
20429,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 32 MM CORSA 100 MM CON TITANTI TIPO ANS",T1,,11,0,,41.47000,
20428,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 30 MM CORSA 40 MM TIPO CR",S1,,3,0,,38.66000,
20427,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 27 MM CORSA 250 MM TIPO TPA ",S1,,4,0,,36.26000,
20426,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 27 MM CORSA 200 MM TIPO TPA ",S1,,16,0,,35.86000,
20425,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 27 MM CORSA 150 MM TIPO TPA",S1,,8,0,,32.21000,
20424,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 22 MM CORSA 80 MM TIPO CR",S1,,3,0,,31.49000,
20423,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 20 MM CORSA 20 MM",S1,,5,0,,27.74000,
20422,Elettrico-Elettronico,,,"CILINDRO PNEUMATICO DOPPIO EFFETTO Ø 16 MM CORSA 75 MM TIPO TPA",S1,,12,0,,25.73000,
20421,Elettrico-Elettronico,,,"CHIAVE PER MANDRINO A 4 MISURE",B2,,1,0,,2.00000,
20420,Elettrico-Elettronico,,,"CHIAVE A BUSSOLA CON MANICO A CACCIAVITE 8 MM PER DADI M5",C2,,21,0,,14.80000,
20419,Elettrico-Elettronico,,,"CHIAVE A BUSSOLA CON MANICO A CACCIAVITE 7 MM PER DADI M4",C2,,33,0,,14.80000,
20418,Elettrico-Elettronico,,,"CHIAVE A BUSSOLA CON MANICO A CACCIAVITE 6 MM PER DADI M3",C2,,19,0,,13.15000,
20417,Elettrico-Elettronico,,,"CHIAVE A BUSSOLA CON MANICO A CACCIAVITE 5 MM",C2,,19,0,,13.15000,
20416,Elettrico-Elettronico,,,"CHIAVE A BUSSOLA CON MANICO A CACCIAVITE 4 MM",C2,,20,0,,11.93000,
20415,Elettrico-Elettronico,,,"CENTRALINO PER TELEFONIA 1/6-2/8 TIPO ESSETI EUROPA280B CABLATO CON CONNETTORE",F5,,1,0,,408.14000,
20414,Elettrico-Elettronico,,,"CENTRALINO MODULARE INCASSO PLASTICA BIANCA 8MODULI TIPO GW40225",I4,,1,0,,14.88000,
20413,Elettrico-Elettronico,,,"CENTRALINO MODULARE ESTERNO PLASTICA BIANCA 12+1MODULI TIPO GW40028",I5,,1,0,,14.88000,
20412,Elettrico-Elettronico,,,"CENTRALINO MODULARE ESTERNO PLASTICA BIANCA 10MODULI TIPO GW40026",H5,,5,0,,14.88000,
20411,Elettrico-Elettronico,,,"CENTRALE VIGILANT 8ZONE A TASTI ALIMENTATORE 1A TIPO CSI001008",F5,,0,0,,124.08000,
20410,Elettrico-Elettronico,,,"CENTRALE DI COMANDO PER 2 MOTORI NYCE ",D6,,0,0,,173.06000,
20407,Elettrico-Elettronico,,,"CATARIFRANGENTE PER FOTOCELLULA M18 TIPO SELET OCV81",N4,,5,0,,3.05000,
20406,Elettrico-Elettronico,,,"CASSETTIERA DA LAVORO 47 X 20 X 16 CM CON DUE COMPARTI INTERNO",Z0,,8,0,,31.60000,
20405,Elettrico-Elettronico,,,"CASSETTIERA DA LAVORO 33 X 17 X 14 CM CON UNO COMPARTO INTERNO",Z0,,1,0,,30.43000,
20404,Elettrico-Elettronico,,,"CARTELLIERA PER STECCHE ALFANUMERICHE GRAFOPLAST TIPO GR118",L2,,14,0,,10.39000,
20403,Elettrico-Elettronico,,,"CALOTTA 48 POLI (24X2) PER CONNETTORI VOLANTE TIPO ILME",M5,,14,0,,21.10000,
20402,Elettrico-Elettronico,,,"CALOTTA 48 POLI (24X2) PER CONNETTORI FISSA PASSANTE DA INCASSO TIPO ILME",M5,,2,0,,21.10000,
20401,Elettrico-Elettronico,,,"CALOTTA 48 POLI (24X2) PER CONNETTORI FISSA ESTERNO TIPO ILME",M5,,4,0,,21.10000,
20400,Elettrico-Elettronico,,,"CALOTTA 32 POLI (16X2) PER CONNETTORI VOLANTE TIPO ILME",L5,,3,0,,14.82000,
20399,Elettrico-Elettronico,,,"CALOTTA 32 POLI (16X2) PER CONNETTORI FISSA PASSANTE DA INCASSO TIPO ILME",L5,,8,0,,14.82000,
20398,Elettrico-Elettronico,,,"CALOTTA 32 POLI (16X2) PER CONNETTORI FISSA ESTERNO TIPO ILME",L5,,3,0,,14.82000,
20397,Elettrico-Elettronico,,,"CALOTTA 24 POLI PER CONNETTORI VOLANTE TIPO ILME",L5,,10,0,,11.83000,
20396,Elettrico-Elettronico,,,"CALOTTA 24 POLI PER CONNETTORI FISSA INCASSO TIPO ILME",L5,,0,0,,11.83000,
20395,Elettrico-Elettronico,,,"CALOTTA 24 POLI PER CONNETTORI FISSA ESTERNO TIPO ILME",L5,,0,0,,11.83000,
20394,Elettrico-Elettronico,,,"CALOTTA 16 POLI PER CONNETTORI VOLANTE TIPO ILME",L5,,1,0,,10.15000,
20393,Elettrico-Elettronico,,,"CALOTTA 16 POLI PER CONNETTORI FISSA INCASSO TIPO ILME",L5,,7,0,,10.15000,
20392,Elettrico-Elettronico,,,"CALOTTA 16 POLI PER CONNETTORI FISSA ESTERNO TIPO ILME",L5,,0,0,,10.15000,
20391,Elettrico-Elettronico,,,"CALIBRO INOX 1/50 300 MM",A1,,1,0,,23.47000,
20390,Elettrico-Elettronico,,,"CALIBRO INOX 1/20 200 MM",A1,,11,0,,26.56000,
20389,Elettrico-Elettronico,,,"CACCIAVITE CERCAFASE A TAGLIO 4MM",A1,,11,0,,9.58000,
20388,Elettrico-Elettronico,,,"CACCIAVITE CERCAFASE A TAGLIO 3MM",A1,,10,0,,8.24000,
20387,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO PICCOLO TIPO USAG 325 0,5X3X100",A3,,11,0,,5.07960,
20386,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO PICCOLO TIPO USAG 323 0,5X3X100",A3,,21,0,,2.37000,
20385,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO PICCOLO TIPO KARAT 0,4X2,5X75",A3,,1,0,,1.68000,
20384,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO MEDIO TIPO USAG 325 0,8X4X100",A3,,22,0,,6.09996,
20383,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO MEDIO TIPO USAG 323 0,8X4X100",A3,,39,0,,4.20000,
20382,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO LARGHEZZA VARIABILE CON MANICO LUNGO ",B3,,3,0,,9.07000,
20381,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO GRANDE TIPO USAG 325 1X5,5X125",A3,,20,0,,7.34760,
20380,Elettrico-Elettronico,,,"CACCIAVITE A TAGLIO GRANDE TIPO USAG 323 1X5,5X150",A3,,47,0,,4.62000,
20378,Elettrico-Elettronico,,,"CACCIAVITE A CROCE PICCOLO TIPO KARAT PH0X80",A3,,1,0,,1.68000,
20377,Elettrico-Elettronico,,,"CACCIAVITE A CROCE MEDIO TIPO USAG 325 PH1X80",A3,,23,0,,4.72000,
20376,Elettrico-Elettronico,,,"CACCIAVITE A CROCE MEDIO TIPO USAG 323 PH1X80",A3,,16,0,,2.57000,
20375,Elettrico-Elettronico,,,"CACCIAVITE A CROCE GRANDE TIPO USAG 325 PH2X100",A3,,18,0,,3.90000,
20374,Elettrico-Elettronico,,,"CACCIAVITE A CROCE GRANDE TIPO USAG 323 PH2X100",A3,,37,0,,3.90000,
20373,Elettrico-Elettronico,,,"BULINO IN ACCIAIO PER PUNZONATURE",A2,,23,0,,9.12000,
20372,Elettrico-Elettronico,,,"BREAD BOARD TRIPLA CON SPINOTTO ALIMENTAZ. X ESERCITAZIONI ELETTRONICA VARI TIPO",U1,,1,0,,14.40000,
20371,Elettrico-Elettronico,,,"BREAD BOARD SINGOLA PER ESERCITAZIONI ELETTRONICA VARI TIPO",U2,,30,0,,14.40000,
